Organism,Organism.rowname,Genome, MIXEDCLUSTER_CODING, OR1/3/7_CODING, OR1/3/7_PSEUDOGENE, OR10_CODING, OR10_PSEUDOGENE, OR11_CODING, OR11_PSEUDOGENE, OR12_CODING, OR12_PSEUDOGENE, OR14_CODING, OR14_PSEUDOGENE, OR2/13_CODING, OR2/13_PSEUDOGENE, OR4_CODING, OR4_PSEUDOGENE, OR5/8/9_CODING, OR5/8/9_PSEUDOGENE, OR51_CODING, OR51_PSEUDOGENE, OR52_CODING, OR52_PSEUDOGENE, OR55_CODING, OR55_PSEUDOGENE, OR56_CODING, OR56_PSEUDOGENE, OR6_CODING, OR6_PSEUDOGENE, TAAR1_PSEUDOGENE, TAAR2_PSEUDOGENE, TAAR3_PSEUDOGENE, TAAR5_PSEUDOGENE, TAAR6_PSEUDOGENE, TAAR7_PSEUDOGENE, TAAR8_PSEUDOGENE, TAAR9_PSEUDOGENE, TAS1R1_CODING, TAS1R1_PSEUDOGENE, TAS1R2_PSEUDOGENE, TAS1R3_PSEUDOGENE, V1R_CODING, V1R_PSEUDOGENE, V2R116_proteinAlignment_CODING, V2R116_proteinAlignment_PSEUDOGENE, V2R1_CODING, V2R1_PSEUDOGENE, V2R26_CODING, V2R26_PSEUDOGENE, bird_gammaOR_CODING, bird_gammaOR_PSEUDOGENE, squamate_V2r_CODING, squamate_V2r_PSEUDOGENE,VR_OR_CODING
Lepidonotothen_squamifrons_GCA_943593335.1.collapsed.fasta,Lepidonotothen_squamifrons,GCA_943593335.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,13,6,17,5,30,0,4,16
Lepidothrix_coronata_GCA_001604755.1.collapsed.fasta,Lepidothrix_coronata,GCA_001604755.1.collapsed.fasta,,0,0,6,0,0,0,1,0,0,3,1,2,1,0,1,1,2,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,6,13,0,0,26
Lepisosteus_oculatus_GCA_000242695.1.collapsed.fasta,Lepisosteus_oculatus,GCA_000242695.1.collapsed.fasta,,0,2,8,7,0,0,0,0,0,0,0,3,0,0,0,1,0,0,17,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,5,68,13,48,17,77,45,2,2,222
Lepomis_gibbosus_GCA_029875015.1.collapsed.fasta,Lepomis_gibbosus,GCA_029875015.1.collapsed.fasta,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,6,12,14,22,10,77,1,7,34
Lepomis_macrochirus_GCA_024633595.2.collapsed.fasta,Lepomis_macrochirus,GCA_024633595.2.collapsed.fasta,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,13,35,12,16,65,1,4,71
Leptobrachium_ailaonicum_GCA_018994145.1.collapsed.fasta,Leptobrachium_ailaonicum,GCA_018994145.1.collapsed.fasta,,2,4,254,41,9,14,14,0,0,0,160,27,1,1,97,32,2,1,19,1,2,0,1,0,124,30,0,0,0,0,0,0,0,0,0,1,0,3,1,5,3,9,61,10,202,42,89,51,7,8,1049
Leptobrachium_leishanense_GCA_009667805.1.collapsed.fasta,Leptobrachium_leishanense,GCA_009667805.1.collapsed.fasta,,2,5,249,46,13,11,12,1,0,0,163,26,1,0,95,24,4,0,25,0,2,0,1,0,142,12,0,0,0,0,0,0,0,0,0,1,0,9,0,0,5,8,79,7,271,27,98,44,9,7,1172
Leptocoma_aspasia_GCA_013399835.1.collapsed.fasta,Leptocoma_aspasia,GCA_013399835.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,1,0,1,2,2,2,0,2,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,2,6,0,0,22
Leptodactylus_fallax_GCA_947044405.1.collapsed.fasta,Leptodactylus_fallax,GCA_947044405.1.collapsed.fasta,,15,3,396,126,16,23,15,5,0,0,194,68,0,0,147,71,6,1,36,7,7,0,1,0,244,65,0,0,0,0,0,0,0,0,0,0,0,9,0,1,10,8,23,8,231,50,265,152,0,31,1606
Leptodon_cayanensis_GCA_027564655.1.collapsed.fasta,Leptodon_cayanensis,GCA_027564655.1.collapsed.fasta,,0,0,10,8,0,2,1,0,0,2,1,2,5,4,13,4,2,2,6,3,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11,49,0,0,60
Leptodoras_oyakawai_GCA_024363135.1.collapsed.fasta,Leptodoras_oyakawai,GCA_024363135.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,25,5,35,10,9,12,1,2,74
Leptonychotes_weddellii_GCA_000349705.1.collapsed.fasta,Leptonychotes_weddellii,GCA_000349705.1.collapsed.fasta,,43,43,54,37,13,8,1,1,4,5,72,70,47,25,76,67,26,25,29,23,1,2,4,6,42,32,0,0,0,0,0,0,0,0,0,0,0,0,2,25,1,5,1,3,0,2,0,5,0,0,463
Leptosomus_discolor_GCA_000691785.1.collapsed.fasta,Leptosomus_discolor,GCA_000691785.1.collapsed.fasta,,0,0,2,3,0,1,0,0,0,1,3,2,3,0,10,3,5,3,7,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,13,22,0,0,50
Lepus_americanus_GCA_004026855.1.collapsed.fasta,Lepus_americanus,GCA_004026855.1.collapsed.fasta,,82,91,62,24,16,3,1,4,6,6,106,32,102,19,192,42,46,8,48,7,2,0,6,2,68,25,0,0,0,0,0,0,0,0,0,0,0,1,78,80,61,73,1,4,0,0,0,3,0,0,979
Lepus_timidus_GCA_029958975.1.collapsed.fasta,Lepus_timidus,GCA_029958975.1.collapsed.fasta,,96,76,74,11,14,3,3,1,6,4,146,25,106,15,191,31,42,7,47,4,2,0,4,0,70,17,0,0,0,0,0,0,0,0,0,0,0,1,95,65,94,33,6,0,0,1,0,8,0,0,1102
Lestradea_perspicax_GCA_015105095.1.collapsed.fasta,Lestradea_perspicax,GCA_015105095.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,8,28,15,3,23,1,6,41
Lestradea_stappersii_GCA_015106895.1.collapsed.fasta,Lestradea_stappersii,GCA_015106895.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,4,11,27,14,3,21,1,5,39
Lesueurigobius_sanzi_GCA_900303255.1.collapsed.fasta,Lesueurigobius_sanzi,GCA_900303255.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,5,15,13,0,10,2,4,21
Lethenteron_camtschaticum_GCA_018977245.1.collapsed.fasta,Lethenteron_camtschaticum,GCA_018977245.1.collapsed.fasta,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,40,0,0,4
Lethenteron_reissneri_GCA_015708825.1.collapsed.fasta,Lethenteron_reissneri,GCA_015708825.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,4,32,0,0,7
Leucaspius_delineatus_GCA_023718395.1.collapsed.fasta,Leucaspius_delineatus,GCA_023718395.1.collapsed.fasta,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,26,12,33,4,32,21,1,0,105
Leuciscus_idus_GCA_021554675.1.collapsed.fasta,Leuciscus_idus,GCA_021554675.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,19,7,24,1,29,16,3,1,86
Leuciscus_waleckii_GCA_900092035.1.collapsed.fasta,Leuciscus_waleckii,GCA_900092035.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,16,6,30,23,22,15,70,1,7,49
Leucopsar_rothschildi_GCA_014363365.1.collapsed.fasta,Leucopsar_rothschildi,GCA_014363365.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,19
Leucopternis_kuhli_GCA_026212995.1.collapsed.fasta,Leucopternis_kuhli,GCA_026212995.1.collapsed.fasta,,0,0,7,6,0,1,1,0,0,5,1,1,3,0,15,4,3,4,8,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,9,25,0,0,55
Leucopternis_melanops_GCA_026213055.1.collapsed.fasta,Leucopternis_melanops,GCA_026213055.1.collapsed.fasta,,0,0,5,7,0,1,1,0,0,3,1,1,2,2,13,7,3,4,8,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,3,21,0,0,40
Leucoraja_erinacea_GCA_028641065.1.collapsed.fasta,Leucoraja_erinacea,GCA_028641065.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,6,0,0,1,0,1,19
Leucosticte_australis_GCA_025504685.1.collapsed.fasta,Leucosticte_australis,GCA_025504685.1.collapsed.fasta,,0,0,3,1,0,0,0,0,0,6,0,1,2,3,5,1,2,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,64,35,0,0,85
Lichenostomus_cassidix_GCA_008360975.2.collapsed.fasta,Lichenostomus_cassidix,GCA_008360975.2.collapsed.fasta,,0,0,3,1,0,0,0,1,0,3,0,3,4,0,47,29,3,0,4,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,149,64,0,0,220
Limnochromis_abeelei_GCA_015052385.1.collapsed.fasta,Limnochromis_abeelei,GCA_015052385.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,3,9,28,15,2,39,1,5,40
Limnochromis_auritus_GCA_015104565.1.collapsed.fasta,Limnochromis_auritus,GCA_015104565.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,4,11,33,14,3,30,1,7,45
Limnochromis_staneri_GCA_015104515.1.collapsed.fasta,Limnochromis_staneri,GCA_015104515.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,5,15,31,11,5,39,1,7,46
Limnodynastes_dumerilii_GCA_011038615.1.collapsed.fasta,Limnodynastes_dumerilii,GCA_011038615.1.collapsed.fasta,,7,4,242,46,13,8,3,3,0,1,120,47,0,0,119,46,6,3,15,3,5,0,0,0,135,21,0,0,0,0,0,0,0,0,1,2,0,8,0,0,23,18,40,12,205,70,315,105,1,15,1249
Limnothrissa_miodon_GCA_017657215.1.collapsed.fasta,Limnothrissa_miodon,GCA_017657215.1.collapsed.fasta,,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,18,6,20,3,6,7,2,1,53
Limnotilapia_dardennii_GCA_015103815.1.collapsed.fasta,Limnotilapia_dardennii,GCA_015103815.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,10,41,18,2,33,1,4,51
Limosa_lapponica_baueri_GCA_002844005.1.collapsed.fasta,Limosa_lapponica_baueri,GCA_002844005.1.collapsed.fasta,,0,0,12,1,1,0,1,0,0,4,2,1,5,0,17,7,2,4,6,1,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,17,0,0,67
Lindbergichthys_nudifrons_GCA_943590975.1.collapsed.fasta,Lindbergichthys_nudifrons,GCA_943590975.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,5,9,5,4,21,2,0,18
Liparis_tanakae_GCA_006348945.1.collapsed.fasta,Liparis_tanakae,GCA_006348945.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,5,10,18,14,3,17,0,4,30
Lipotes_vexillifer_GCA_000442215.2.collapsed.fasta,Lipotes_vexillifer,GCA_000442215.2.collapsed.fasta,,4,25,10,34,0,4,0,1,0,1,12,37,6,9,12,45,3,7,3,11,0,2,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,0,0,2,0,7,0,0,62
Lithobates_catesbeianus_GCA_002284835.2.collapsed.fasta,Lithobates_catesbeianus,GCA_002284835.2.collapsed.fasta,,7,3,308,41,17,6,3,3,0,0,106,47,0,0,209,67,5,4,43,14,6,2,1,0,128,18,0,0,0,0,0,0,0,0,0,3,0,26,0,0,6,11,29,20,264,149,243,91,1,68,1376
Lithochromis_rufus_GCA_018403515.1.collapsed.fasta,Lithochromis_rufus,GCA_018403515.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,16,37,20,3,44,1,5,56
Litocranius_walleri_GCA_006410535.1.collapsed.fasta,Litocranius_walleri,GCA_006410535.1.collapsed.fasta,,141,83,89,63,24,13,13,4,4,3,193,74,97,76,202,190,50,33,72,40,1,1,10,9,86,57,0,0,0,0,0,0,0,0,0,0,1,0,8,14,2,8,1,1,0,0,1,10,0,0,1091
Lobochilotes_labiatus_GCA_015104595.1.collapsed.fasta,Lobochilotes_labiatus,GCA_015104595.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,12,38,14,2,33,1,6,49
Locustella_ochotensis_GCA_013400155.1.collapsed.fasta,Locustella_ochotensis,GCA_013400155.1.collapsed.fasta,,0,0,3,0,0,0,0,0,2,5,1,0,2,1,5,1,2,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,19,39,0,0,43
Lonchura_striata_domestica_GCA_005870125.1.collapsed.fasta,Lonchura_striata_domestica,GCA_005870125.1.collapsed.fasta,,0,0,3,1,0,0,0,0,0,8,0,1,2,1,2,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,29,34,0,0,48
Lontra_canadensis_GCA_010015895.1.collapsed.fasta,Lontra_canadensis,GCA_010015895.1.collapsed.fasta,,99,45,72,31,19,8,2,2,5,15,131,94,125,78,145,79,43,31,72,41,0,2,12,9,81,57,0,0,0,0,0,0,0,0,0,1,0,0,3,14,1,3,1,2,0,1,0,7,0,0,936
Lophiomys_imhausi_GCA_907164525.1.collapsed.fasta,Lophiomys_imhausi,GCA_907164525.1.collapsed.fasta,,108,60,78,30,13,9,7,4,10,6,134,45,128,27,266,121,47,18,66,13,2,0,8,3,74,20,0,0,0,0,0,0,0,0,0,0,0,0,41,47,74,62,6,2,0,2,0,6,0,1,1190
Lophius_piscatorius_GCA_009660295.1.collapsed.fasta,Lophius_piscatorius,GCA_009660295.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,9,6,2,3,1,2,16
Lophocebus_aterrimus_GCA_023783235.1.collapsed.fasta,Lophocebus_aterrimus,GCA_023783235.1.collapsed.fasta,,37,28,37,38,9,10,3,0,6,0,89,44,57,23,92,47,23,34,36,40,0,2,3,4,34,14,0,0,0,0,0,0,0,0,0,1,0,1,1,29,1,4,1,2,0,2,0,7,0,0,486
Lophochroa_leadbeateri_GCA_010015045.2.collapsed.fasta,Lophochroa_leadbeateri,GCA_010015045.2.collapsed.fasta,,0,1,5,8,0,0,0,1,0,1,0,1,3,1,10,5,2,4,3,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,16,0,0,35
Lophotis_ruficrista_GCA_013396455.1.collapsed.fasta,Lophotis_ruficrista,GCA_013396455.1.collapsed.fasta,,0,0,6,2,1,0,2,0,0,3,1,0,3,1,13,0,5,0,6,1,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,10,15,0,0,63
Lophura_nycthemera_GCA_021292215.1.collapsed.fasta,Lophura_nycthemera,GCA_021292215.1.collapsed.fasta,,0,0,3,5,0,1,0,0,1,8,1,2,1,3,7,16,2,3,6,7,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,33,56,0,0,60
Lophura_swinhoii_GCA_030408155.1.collapsed.fasta,Lophura_swinhoii,GCA_030408155.1.collapsed.fasta,,0,0,6,2,0,0,1,0,0,2,1,1,2,7,17,5,3,2,8,1,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,135,33,0,0,192
Loris_tardigradus_GCA_023783135.1.collapsed.fasta,Loris_tardigradus,GCA_023783135.1.collapsed.fasta,,62,26,63,10,15,2,3,0,5,4,124,39,74,20,138,61,61,36,73,26,1,1,14,0,80,10,0,0,0,0,0,0,0,0,0,1,0,0,56,72,2,9,3,0,1,1,1,2,0,1,850
Lorius_chlorocercus_GCA_025629885.1.collapsed.fasta,Lorius_chlorocercus,GCA_025629885.1.collapsed.fasta,,0,1,4,6,0,0,0,1,0,2,2,1,3,1,14,16,2,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,14,0,0,44
Lorius_garrulus_GCA_010014925.2.collapsed.fasta,Lorius_garrulus,GCA_010014925.2.collapsed.fasta,,0,0,5,7,0,0,1,0,0,3,0,2,3,0,10,32,2,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,22,0,0,40
Lorius_lory_GCA_025629905.1.collapsed.fasta,Lorius_lory,GCA_025629905.1.collapsed.fasta,,0,0,5,5,0,0,0,2,0,1,0,2,3,0,13,12,2,1,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,12,0,0,38
Loxia_curvirostra_GCA_013398455.1.collapsed.fasta,Loxia_curvirostra,GCA_013398455.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,1,1,0,1,2,5,3,1,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,5,11,0,0,24
Loxia_leucoptera_GCA_013396895.1.collapsed.fasta,Loxia_leucoptera,GCA_013396895.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,1,1,0,3,0,4,3,1,2,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,2,13,0,0,24
Loxodonta_africana_GCA_000001905.1.collapsed.fasta,Loxodonta_africana,GCA_000001905.1.collapsed.fasta,,308,219,169,120,68,81,15,9,56,107,320,280,351,336,842,673,96,47,128,93,2,3,21,18,178,197,0,0,0,0,0,0,0,0,0,0,1,1,33,66,7,18,3,0,0,3,1,28,0,0,2949
Lucifuga_dentata_GCA_014773175.1.collapsed.fasta,Lucifuga_dentata,GCA_014773175.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,12,7,29,21,2,43,1,5,46
Luciobarbus_bocagei_GCA_029874325.1.collapsed.fasta,Luciobarbus_bocagei,GCA_029874325.1.collapsed.fasta,,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,21,20,36,30,46,23,42,2,5,83
Luciobarbus_comizo_GCA_029874815.1.collapsed.fasta,Luciobarbus_comizo,GCA_029874815.1.collapsed.fasta,,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,21,26,49,46,45,17,67,3,8,104
Luscinia_luscinia_GCA_030412475.1.collapsed.fasta,Luscinia_luscinia,GCA_030412475.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
Luscinia_megarhynchos_GCA_030412455.1.collapsed.fasta,Luscinia_megarhynchos,GCA_030412455.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Lutjanus_campechanus_GCA_027495735.1.collapsed.fasta,Lutjanus_campechanus,GCA_027495735.1.collapsed.fasta,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,1,0,0,10,17,29,14,111,43,27,69,2,43,181
Lutjanus_erythropterus_GCA_020091685.1.collapsed.fasta,Lutjanus_erythropterus,GCA_020091685.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,12,68,29,14,58,2,24,101
Lutra_lutra_GCA_902655055.2.collapsed.fasta,Lutra_lutra,GCA_902655055.2.collapsed.fasta,,94,38,73,29,17,7,1,2,3,23,135,90,131,55,176,72,49,22,78,49,0,1,14,4,98,54,0,0,0,0,0,0,0,0,0,1,0,1,5,18,1,4,1,2,0,1,1,8,0,0,1008
Lycaon_pictus_GCA_004216515.1.collapsed.fasta,Lycaon_pictus,GCA_004216515.1.collapsed.fasta,,71,21,50,18,19,2,1,0,1,5,104,38,83,32,129,40,56,16,65,20,1,0,12,7,45,15,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,3,1,1,0,0,0,5,0,0,725
Lycocorax_pyrrhopterus_obiensis_GCA_014706295.1.collapsed.fasta,Lycocorax_pyrrhopterus_obiensis,GCA_014706295.1.collapsed.fasta,,0,0,6,4,0,0,0,2,3,30,0,0,3,0,6,0,3,0,4,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,153,101,0,0,187
Lycodopsis_pacificus_GCA_028022725.1.collapsed.fasta,Lycodopsis_pacificus,GCA_028022725.1.collapsed.fasta,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,8,2,52,7,10,40,1,11,80
Lynx_canadensis_GCA_007474595.2.collapsed.fasta,Lynx_canadensis,GCA_007474595.2.collapsed.fasta,,118,32,66,19,19,8,6,1,7,4,154,46,114,18,169,49,54,17,79,24,1,2,16,6,71,17,0,0,0,0,0,0,0,0,0,1,0,0,14,22,1,3,2,1,0,2,0,12,0,0,1005
Lynx_pardinus_GCA_900661375.1.collapsed.fasta,Lynx_pardinus,GCA_900661375.1.collapsed.fasta,,120,28,68,25,20,6,6,1,7,3,150,47,108,21,165,46,53,16,72,20,1,2,15,4,68,18,0,0,0,0,0,0,0,0,0,1,0,0,14,16,1,3,2,1,0,2,0,7,0,0,978
Lynx_rufus_GCA_022079265.1.collapsed.fasta,Lynx_rufus,GCA_022079265.1.collapsed.fasta,,119,26,69,19,22,4,6,1,5,3,153,45,118,16,177,36,55,14,81,17,1,3,18,4,75,15,0,0,0,0,0,0,0,0,0,1,0,0,14,21,1,3,2,1,0,3,0,8,0,0,1034
Lyrurus_tetrix_tetrix_GCA_000586395.1.collapsed.fasta,Lyrurus_tetrix_tetrix,GCA_000586395.1.collapsed.fasta,,0,0,2,2,0,0,0,1,0,0,0,0,0,0,6,5,1,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,13
Lythrypnus_dalli_GCA_011763505.2.collapsed.fasta,Lythrypnus_dalli,GCA_011763505.2.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,8,6,6,2,16,0,11,15
Macaca_arctoides_GCA_021188215.1.collapsed.fasta,Macaca_arctoides,GCA_021188215.1.collapsed.fasta,,44,31,41,27,10,9,4,1,6,0,127,54,45,19,97,55,21,31,39,37,0,2,4,4,38,15,0,0,0,0,0,0,0,0,0,1,0,1,1,27,1,3,2,2,0,2,1,2,0,0,526
Macaca_assamensis_GCA_023783095.1.collapsed.fasta,Macaca_assamensis,GCA_023783095.1.collapsed.fasta,,35,39,33,41,9,12,2,3,6,0,83,64,44,21,90,56,0,1,11,6,0,2,3,5,40,12,0,0,0,0,0,0,0,0,0,1,0,1,1,24,1,4,2,2,0,2,0,4,0,0,404
Macaca_cyclopis_GCA_026956025.1.collapsed.fasta,Macaca_cyclopis,GCA_026956025.1.collapsed.fasta,,42,30,37,32,10,8,3,0,6,0,98,46,57,14,89,54,25,29,37,38,0,2,3,4,41,11,0,0,0,0,0,0,0,0,0,1,0,1,1,19,1,3,2,2,0,3,1,1,0,0,510
Macaca_fascicularis_GCA_012559485.3.collapsed.fasta,Macaca_fascicularis,GCA_012559485.3.collapsed.fasta,,43,29,37,30,10,8,3,1,6,0,99,49,58,19,91,55,22,34,37,30,0,2,4,4,41,9,0,0,0,0,0,0,0,0,0,1,0,1,1,22,1,3,2,2,0,3,0,2,0,0,513
